group,country,number,position,name,name_zh,age,date_of_birth,caps,goals,club,captain,image,image_source,profile
J,Austria,13,GK,Patrick Pentz,奥地利13号门将,29,,18,0,Brøndby,False,https://images.fotmob.com/image_resources/playerimages/630672.png,fotmob,https://www.fotmob.com/players/630672
J,Austria,14,FW,Saša Kalajdžić,奥地利14号前锋,28,,21,4,LASK,False,https://images.fotmob.com/image_resources/playerimages/858198.png,fotmob,https://www.fotmob.com/players/858198
J,Austria,15,DF,Philipp Lienhart,奥地利15号后卫,29,,40,3,SC Freiburg,False,https://images.fotmob.com/image_resources/playerimages/643724.png,fotmob,https://www.fotmob.com/players/643724
J,Austria,16,DF,Phillipp Mwene,奥地利16号后卫,32,,29,0,Mainz 05,False,https://images.fotmob.com/image_resources/playerimages/423812.png,fotmob,https://www.fotmob.com/players/423812
J,Austria,17,MF,Carney Chukwuemeka,奥地利17号中场,22,,2,1,Borussia Dortmund,False,https://images.fotmob.com/image_resources/playerimages/1089685.png,fotmob,https://www.fotmob.com/players/1089685
J,Austria,18,MF,Romano Schmid,奥地利18号中场,26,,33,3,Werder Bremen,False,https://images.fotmob.com/image_resources/playerimages/749488.png,fotmob,https://www.fotmob.com/players/749488
J,Austria,19,MF,Christoph Baumgartner,奥地利19号中场,26,,58,19,RB Leipzig,False,https://images.fotmob.com/image_resources/playerimages/747718.png,fotmob,https://www.fotmob.com/players/747718
J,Austria,20,MF,Konrad Laimer,奥地利20号中场,29,,56,7,Bayern Munich,False,https://images.fotmob.com/image_resources/playerimages/526827.png,fotmob,https://www.fotmob.com/players/526827
J,Austria,21,MF,Patrick Wimmer,奥地利21号中场,25,,30,1,VfL Wolfsburg,False,https://images.fotmob.com/image_resources/playerimages/1073498.png,fotmob,https://www.fotmob.com/players/1073498
J,Austria,22,DF,Alexander Prass,奥地利22号后卫,25,,18,0,TSG Hoffenheim,False,https://images.fotmob.com/image_resources/playerimages/1027194.png,fotmob,https://www.fotmob.com/players/1027194
J,Austria,23,DF,Marco Friedl,奥地利23号后卫,28,,10,0,Werder Bremen,False,https://images.fotmob.com/image_resources/playerimages/767789.png,fotmob,https://www.fotmob.com/players/767789
J,Austria,24,MF,Paul Wanner,奥地利24号中场,20,,2,0,PSV Eindhoven,False,https://images.fotmob.com/image_resources/playerimages/1327149.png,fotmob,https://www.fotmob.com/players/1327149
J,Austria,25,DF,Michael Svoboda,奥地利25号后卫,27,,4,0,Venezia,False,https://images.fotmob.com/image_resources/playerimages/951921.png,fotmob,https://www.fotmob.com/players/951921
J,Austria,26,MF,Alessandro Schöpf,奥地利26号中场,32,,35,6,Wolfsberger AC,False,https://images.fotmob.com/image_resources/playerimages/461357.png,fotmob,https://www.fotmob.com/players/461357
J,Jordan,1,GK,Yazeed Abulaila,约旦1号门将,33,,75,0,Al-Hussein,False,https://images.fotmob.com/image_resources/playerimages/734654.png,fotmob,https://www.fotmob.com/players/734654
J,Jordan,2,DF,Mohammad Abu Hashish,约旦2号后卫,31,,55,1,Al-Karma,False,https://commons.wikimedia.org/wiki/Special:FilePath/Mohammad%20Abu%20Hashish.png,wikidata,
J,Jordan,3,DF,Abdallah Nasib,约旦3号后卫,32,,64,3,Al-Zawraa,False,https://images.fotmob.com/image_resources/playerimages/1312681.png,fotmob,https://www.fotmob.com/players/1312681
J,Jordan,4,DF,Husam Abu Dahab,约旦4号后卫,26,,17,0,Al-Faisaly,False,https://images.fotmob.com/image_resources/playerimages/1554109.png,fotmob,https://www.fotmob.com/players/1554109
J,Jordan,5,DF,Yazan Al-Arab,约旦5号后卫,30,,79,3,FC Seoul,False,https://images.fotmob.com/image_resources/playerimages/852168.png,fotmob,https://www.fotmob.com/players/852168
J,Jordan,6,MF,Amer Jamous,约旦6号中场,23,,18,1,Al-Zawraa,False,https://images.fotmob.com/image_resources/playerimages/1213678.png,fotmob,https://www.fotmob.com/players/1213678
J,Jordan,7,FW,Mohammad Abu Zrayq,约旦7号前锋,28,,40,5,Raja Casablanca,False,https://commons.wikimedia.org/wiki/Special:FilePath/Mohammad%20Abu%20Zrayq.jpg,wikidata,
J,Jordan,8,MF,Noor Al-Rawabdeh,约旦8号中场,29,,67,3,Selangor,False,https://images.fotmob.com/image_resources/playerimages/1036253.png,fotmob,https://www.fotmob.com/players/1036253
J,Jordan,9,FW,Ali Olwan,约旦9号前锋,26,,65,29,Al-Sailiya,False,https://images.fotmob.com/image_resources/playerimages/1028896.png,fotmob,https://www.fotmob.com/players/1028896
J,Jordan,10,FW,Musa Al-Taamari,约旦10号前锋,29,,91,24,Rennes,False,,,
J,Jordan,11,FW,Odeh Al-Fakhouri,约旦11号前锋,20,,9,1,Pyramids,False,https://images.fotmob.com/image_resources/playerimages/1823348.png,fotmob,https://www.fotmob.com/players/1823348
J,Jordan,12,GK,Nour Bani Attiah,约旦12号门将,33,,4,0,Al-Faisaly,False,https://images.fotmob.com/image_resources/playerimages/1554110.png,fotmob,https://www.fotmob.com/players/1554110
J,Jordan,13,FW,Mahmoud Al-Mardi,约旦13号前锋,32,,88,9,Al-Hussein,False,https://images.fotmob.com/image_resources/playerimages/674520.png,fotmob,https://www.fotmob.com/players/674520
J,Jordan,14,MF,Rajaei Ayed,约旦14号中场,32,,72,0,Al-Hussein,False,https://images.fotmob.com/image_resources/playerimages/546203.png,fotmob,https://www.fotmob.com/players/546203
J,Jordan,15,MF,Ibrahim Sadeh,约旦15号中场,26,,56,3,Al-Karma,False,,,
J,Jordan,16,DF,Mo Abualnadi,约旦16号后卫,25,,17,0,Selangor,False,,,
J,Jordan,17,DF,Salim Obaid,约旦17号后卫,34,,10,0,Al-Hussein,False,,,
J,Jordan,18,FW,Ibrahim Sabra,约旦18号前锋,20,,9,1,Lokomotiva Zagreb,False,https://images.fotmob.com/image_resources/playerimages/1642791.png,fotmob,https://www.fotmob.com/players/1642791
J,Jordan,19,DF,Saed Al-Rosan,约旦19号后卫,29,,20,2,Al-Hussein,False,https://images.fotmob.com/image_resources/playerimages/1179369.png,fotmob,https://www.fotmob.com/players/1179369
J,Jordan,20,MF,Mohannad Abu Taha,约旦20号中场,23,,28,1,Al-Quwa Al-Jawiya,False,https://images.fotmob.com/image_resources/playerimages/1247001.png,fotmob,https://www.fotmob.com/players/1247001
J,Jordan,21,MF,Nizar Al-Rashdan,约旦21号中场,27,,46,4,Qatar SC,False,https://images.fotmob.com/image_resources/playerimages/1195369.png,fotmob,https://www.fotmob.com/players/1195369
J,Jordan,22,GK,Abdallah Al-Fakhouri,约旦22号门将,26,,11,0,Al-Wehdat,False,https://images.fotmob.com/image_resources/playerimages/915790.png,fotmob,https://www.fotmob.com/players/915790
J,Jordan,23,DF,Ihsan Haddad,约旦23号后卫,32,,91,2,Al-Hussein,True,https://commons.wikimedia.org/wiki/Special:FilePath/Ihsan%20Haddad.jpg,wikidata,
J,Jordan,24,FW,Ali Azaizeh,约旦24号前锋,22,,3,0,Al-Shabab,False,https://images.fotmob.com/image_resources/playerimages/1642793.png,fotmob,https://www.fotmob.com/players/1642793
J,Jordan,25,MF,Mohammad Al-Dawoud,约旦25号中场,34,,12,1,Al-Wehdat,False,,,
J,Jordan,26,DF,Anas Badawi,约旦26号后卫,28,,1,0,Al-Faisaly,False,https://images.fotmob.com/image_resources/playerimages/1991034.png,fotmob,https://www.fotmob.com/players/1991034
K,Portugal,1,GK,Diogo Costa,葡萄牙1号门将,26,,42,0,Porto,False,https://images.fotmob.com/image_resources/playerimages/795630.png,fotmob,https://www.fotmob.com/players/795630
K,Portugal,2,DF,Nélson Semedo,葡萄牙2号后卫,32,,48,0,Fenerbahçe,False,https://images.fotmob.com/image_resources/playerimages/470834.png,fotmob,https://www.fotmob.com/players/470834
K,Portugal,3,DF,Rúben Dias,葡萄牙3号后卫,29,,74,3,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/614006.png,fotmob,https://www.fotmob.com/players/614006
K,Portugal,4,DF,Tomás Araújo,葡萄牙4号后卫,24,,3,0,Benfica,False,https://images.fotmob.com/image_resources/playerimages/1187283.png,fotmob,https://www.fotmob.com/players/1187283
K,Portugal,5,DF,Diogo Dalot,葡萄牙5号后卫,27,,33,3,Manchester United,False,https://images.fotmob.com/image_resources/playerimages/751550.png,fotmob,https://www.fotmob.com/players/751550
K,Portugal,6,MF,Matheus Nunes,葡萄牙6号中场,27,,19,2,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/955529.png,fotmob,https://www.fotmob.com/players/955529
K,Portugal,7,FW,Cristiano Ronaldo,克里斯蒂亚诺·罗纳尔多,41,,226,143,Al-Nassr,True,https://images.fotmob.com/image_resources/playerimages/30893.png,fotmob,https://www.fotmob.com/players/30893
K,Portugal,8,MF,Bruno Fernandes,葡萄牙8号中场,31,,87,28,Manchester United,False,https://images.fotmob.com/image_resources/playerimages/422685.png,fotmob,https://www.fotmob.com/players/422685
K,Portugal,9,FW,Gonçalo Ramos,葡萄牙9号前锋,24,,24,10,Paris Saint-Germain,False,https://images.fotmob.com/image_resources/playerimages/940087.png,fotmob,https://www.fotmob.com/players/940087
K,Portugal,10,MF,Bernardo Silva,葡萄牙10号中场,31,,107,14,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/488139.png,fotmob,https://www.fotmob.com/players/488139
K,Portugal,11,FW,João Félix,葡萄牙11号前锋,26,,52,12,Al-Nassr,False,https://images.fotmob.com/image_resources/playerimages/794427.png,fotmob,https://www.fotmob.com/players/794427
K,Portugal,12,GK,José Sá,葡萄牙12号门将,33,,4,0,Wolverhampton Wanderers,False,https://images.fotmob.com/image_resources/playerimages/416175.png,fotmob,https://www.fotmob.com/players/416175
K,Portugal,13,DF,Renato Veiga,葡萄牙13号后卫,22,,11,1,Villarreal,False,https://images.fotmob.com/image_resources/playerimages/1343750.png,fotmob,https://www.fotmob.com/players/1343750
K,Portugal,14,DF,Gonçalo Inácio,葡萄牙14号后卫,24,,20,2,Sporting CP,False,https://images.fotmob.com/image_resources/playerimages/1165710.png,fotmob,https://www.fotmob.com/players/1165710
K,Portugal,15,MF,João Neves,葡萄牙15号中场,21,,21,3,Paris Saint-Germain,False,https://images.fotmob.com/image_resources/playerimages/1342757.png,fotmob,https://www.fotmob.com/players/1342757
K,Portugal,16,FW,Francisco Trincão,葡萄牙16号前锋,26,,17,3,Sporting CP,False,https://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Trinc%C3%A3o%202019%20%28cropped%29%202.jpg,wikidata,
K,Portugal,17,FW,Rafael Leão,葡萄牙17号前锋,27,,43,5,Milan,False,https://images.fotmob.com/image_resources/playerimages/848844.png,fotmob,https://www.fotmob.com/players/848844
K,Portugal,18,FW,Pedro Neto,葡萄牙18号前锋,26,,23,2,Chelsea,False,https://images.fotmob.com/image_resources/playerimages/843040.png,fotmob,https://www.fotmob.com/players/843040
K,Portugal,19,FW,Gonçalo Guedes,葡萄牙19号前锋,29,,33,7,Real Sociedad,False,https://images.fotmob.com/image_resources/playerimages/536455.png,fotmob,https://www.fotmob.com/players/536455
K,Portugal,20,DF,João Cancelo,葡萄牙20号后卫,32,,66,12,Barcelona,False,https://images.fotmob.com/image_resources/playerimages/361757.png,fotmob,https://www.fotmob.com/players/361757
K,Portugal,21,MF,Rúben Neves,葡萄牙21号中场,29,,65,1,Al-Hilal,False,https://images.fotmob.com/image_resources/playerimages/534684.png,fotmob,https://www.fotmob.com/players/534684
K,Portugal,22,GK,Rui Silva,葡萄牙22号门将,32,,2,0,Sporting CP,False,https://images.fotmob.com/image_resources/playerimages/361717.png,fotmob,https://www.fotmob.com/players/361717
K,Portugal,23,MF,Vitinha,葡萄牙23号中场,26,,37,0,Paris Saint-Germain,False,https://images.fotmob.com/image_resources/playerimages/1061249.png,fotmob,https://www.fotmob.com/players/1061249
K,Portugal,24,DF,Samú Costa,葡萄牙24号后卫,25,,4,0,Mallorca,False,https://commons.wikimedia.org/wiki/Special:FilePath/Sam%C3%BA%20Costa%20USMNT%20v%20Portugal%20Mar%2031%202026-54.jpg,wikidata,
K,Portugal,25,DF,Nuno Mendes,葡萄牙25号后卫,23,,43,1,Paris Saint-Germain,False,https://images.fotmob.com/image_resources/playerimages/1158945.png,fotmob,https://www.fotmob.com/players/1158945
K,Portugal,26,FW,Francisco Conceição,葡萄牙26号前锋,23,,15,3,Juventus,False,https://images.fotmob.com/image_resources/playerimages/1185336.png,fotmob,https://www.fotmob.com/players/1185336
K,Uzbekistan,1,GK,Utkir Yusupov,乌兹别克斯坦1号门将,35,,39,0,Navbahor Namangan,False,https://images.fotmob.com/image_resources/playerimages/619700.png,fotmob,https://www.fotmob.com/players/619700
K,Uzbekistan,2,DF,Abdukodir Khusanov,乌兹别克斯坦2号后卫,22,,26,0,Manchester City,False,https://images.fotmob.com/image_resources/playerimages/1362998.png,fotmob,https://www.fotmob.com/players/1362998
K,Uzbekistan,3,DF,Khojiakbar Alijonov,乌兹别克斯坦3号后卫,29,,40,2,Pakhtakor,False,https://commons.wikimedia.org/wiki/Special:FilePath/FC%20Pakhtakor%20in%20March%202019%20%28cropped%29.jpg,wikidata,
K,Uzbekistan,4,DF,Farrukh Sayfiev,乌兹别克斯坦4号后卫,35,,45,1,Neftchi Fergana,False,https://images.fotmob.com/image_resources/playerimages/589585.png,fotmob,https://www.fotmob.com/players/589585
K,Uzbekistan,5,DF,Rustam Ashurmatov,乌兹别克斯坦5号后卫,29,,48,1,Esteghlal,False,https://images.fotmob.com/image_resources/playerimages/643624.png,fotmob,https://www.fotmob.com/players/643624
K,Uzbekistan,6,MF,Akmal Mozgovoy,乌兹别克斯坦6号中场,27,,24,1,Pakhtakor,False,https://images.fotmob.com/image_resources/playerimages/929168.png,fotmob,https://www.fotmob.com/players/929168
K,Uzbekistan,7,MF,Otabek Shukurov,乌兹别克斯坦7号中场,29,,83,9,Baniyas,False,https://images.fotmob.com/image_resources/playerimages/624405.png,fotmob,https://www.fotmob.com/players/624405
K,Uzbekistan,8,MF,Jamshid Iskanderov,乌兹别克斯坦8号中场,32,,37,4,Neftchi Fergana,False,https://images.fotmob.com/image_resources/playerimages/1259192.png,fotmob,https://www.fotmob.com/players/1259192
K,Uzbekistan,9,MF,Odiljon Hamrobekov,乌兹别克斯坦9号中场,30,,72,1,Tractor,False,https://commons.wikimedia.org/wiki/Special:FilePath/Odiljon%20Hamrobekov%202020.jpg,wikidata,
K,Uzbekistan,10,MF,Jaloliddin Masharipov,乌兹别克斯坦10号中场,32,,74,12,Esteghlal,False,https://images.fotmob.com/image_resources/playerimages/533382.png,fotmob,https://www.fotmob.com/players/533382
K,Uzbekistan,11,MF,Oston Urunov,乌兹别克斯坦11号中场,25,,41,10,Persepolis,False,https://images.fotmob.com/image_resources/playerimages/1057486.png,fotmob,https://www.fotmob.com/players/1057486
K,Uzbekistan,12,GK,Abduvohid Nematov,乌兹别克斯坦12号门将,25,,8,0,Nasaf,False,https://images.fotmob.com/image_resources/playerimages/1259187.png,fotmob,https://www.fotmob.com/players/1259187
K,Uzbekistan,13,DF,Sherzod Nasrullaev,乌兹别克斯坦13号后卫,27,,30,2,Nasaf,False,https://commons.wikimedia.org/wiki/Special:FilePath/Sherzod%20Nasrullayev.jpg,wikidata,
K,Uzbekistan,14,FW,Eldor Shomurodov,乌兹别克斯坦14号前锋,30,,91,44,İstanbul Başakşehir,True,https://images.fotmob.com/image_resources/playerimages/619513.png,fotmob,https://www.fotmob.com/players/619513
K,Uzbekistan,15,DF,Umar Eshmurodov,乌兹别克斯坦15号后卫,33,,29,0,Nasaf,False,https://commons.wikimedia.org/wiki/Special:FilePath/Umar%20Eshmurodov%202.jpg,wikidata,
K,Uzbekistan,16,GK,Botirali Ergashev,乌兹别克斯坦16号门将,30,,2,0,Neftchi Fergana,False,https://images.fotmob.com/image_resources/playerimages/643639.png,fotmob,https://www.fotmob.com/players/643639
K,Uzbekistan,17,MF,Dostonbek Khamdamov,乌兹别克斯坦17号中场,29,,33,5,Pakhtakor,False,https://images.fotmob.com/image_resources/playerimages/619508.png,fotmob,https://www.fotmob.com/players/619508
K,Uzbekistan,18,DF,Abdulla Abdullaev,乌兹别克斯坦18号后卫,28,,17,0,Dibba,False,https://images.fotmob.com/image_resources/playerimages/1294120.png,fotmob,https://www.fotmob.com/players/1294120
K,Uzbekistan,19,MF,Azizjon Ganiev,乌兹别克斯坦19号中场,28,,19,0,Al Bataeh,False,https://commons.wikimedia.org/wiki/Special:FilePath/Aziz%20G%CA%BBaniyev.webp,wikidata,
K,Uzbekistan,20,FW,Azizbek Amonov,乌兹别克斯坦20号前锋,28,,12,2,Dinamo Samarqand,False,https://images.fotmob.com/image_resources/playerimages/933051.png,fotmob,https://www.fotmob.com/players/933051
K,Uzbekistan,21,FW,Igor Sergeev,乌兹别克斯坦21号前锋,33,,82,24,Persepolis,False,https://images.fotmob.com/image_resources/playerimages/251915.png,fotmob,https://www.fotmob.com/players/251915
K,Uzbekistan,22,MF,Abbosbek Fayzullaev,乌兹别克斯坦22号中场,22,,31,8,İstanbul Başakşehir,False,https://commons.wikimedia.org/wiki/Special:FilePath/Abbosbek%20Fayzullaev%20at%20Press%20conference%20of%20the%20national%20football%20teams%20of%20Iran%20and%20Uzbekistan%20%28Mehr%2C%2023%20March%202025%29%20%28cropped%29.jpg,wikidata,
K,Uzbekistan,23,MF,Sherzod Esanov,乌兹别克斯坦23号中场,23,,1,0,Bukhara,False,https://images.fotmob.com/image_resources/playerimages/1477517.png,fotmob,https://www.fotmob.com/players/1477517
K,Uzbekistan,24,DF,Bekhruz Karimov,乌兹别克斯坦24号后卫,18,,2,0,Surkhon Termiz,False,https://images.fotmob.com/image_resources/playerimages/1898281.png,fotmob,https://www.fotmob.com/players/1898281
K,Uzbekistan,25,DF,Avazbek Ulmasaliev,乌兹别克斯坦25号后卫,26,,0,0,AGMK,False,https://commons.wikimedia.org/wiki/Special:FilePath/Avazbek%20O%CA%BBlmasaliyev.jpg,wikidata,
K,Uzbekistan,26,DF,Jakhongir Urozov,乌兹别克斯坦26号后卫,22,,3,0,Dinamo Samarqand,False,https://images.fotmob.com/image_resources/playerimages/1477513.png,fotmob,https://www.fotmob.com/players/1477513
K,Colombia,1,GK,David Ospina,哥伦比亚1号门将,37,,130,0,Atlético Nacional,False,https://images.fotmob.com/image_resources/playerimages/50065.png,fotmob,https://www.fotmob.com/players/50065
K,Colombia,2,DF,Daniel Muñoz,哥伦比亚2号后卫,30,,45,3,Crystal Palace,False,https://images.fotmob.com/image_resources/playerimages/859282.png,fotmob,https://www.fotmob.com/players/859282
K,Colombia,3,DF,Jhon Lucumí,哥伦比亚3号后卫,27,,36,1,Bologna,False,https://images.fotmob.com/image_resources/playerimages/860913.png,fotmob,https://www.fotmob.com/players/860913
K,Colombia,4,DF,Santiago Arias,哥伦比亚4号后卫,34,,67,0,Independiente,False,https://images.fotmob.com/image_resources/playerimages/207642.png,fotmob,https://www.fotmob.com/players/207642
K,Colombia,5,MF,Kevin Castaño,哥伦比亚5号中场,25,,25,0,River Plate,False,https://images.fotmob.com/image_resources/playerimages/1434853.png,fotmob,https://www.fotmob.com/players/1434853
K,Colombia,6,MF,Richard Ríos,哥伦比亚6号中场,26,,31,2,Benfica,False,https://images.fotmob.com/image_resources/playerimages/1174630.png,fotmob,https://www.fotmob.com/players/1174630
K,Colombia,7,FW,Luis Díaz,路易斯·迪亚斯,29,,73,22,Bayern Munich,False,https://images.fotmob.com/image_resources/playerimages/860914.png,fotmob,https://www.fotmob.com/players/860914
K,Colombia,8,MF,Jorge Carrascal,哥伦比亚8号中场,28,,23,2,Flamengo,False,https://images.fotmob.com/image_resources/playerimages/784834.png,fotmob,https://www.fotmob.com/players/784834
K,Colombia,9,FW,Jhon Córdoba,哥伦比亚9号前锋,33,,21,6,Krasnodar,False,https://images.fotmob.com/image_resources/playerimages/291425.png,fotmob,https://www.fotmob.com/players/291425
K,Colombia,10,MF,James Rodríguez,哈梅斯·罗德里格斯,34,,125,31,Minnesota United FC,True,https://images.fotmob.com/image_resources/playerimages/164684.png,fotmob,https://www.fotmob.com/players/164684
K,Colombia,11,MF,Jhon Arias,哥伦比亚11号中场,28,,37,4,Palmeiras,False,https://images.fotmob.com/image_resources/playerimages/1023030.png,fotmob,https://www.fotmob.com/players/1023030
K,Colombia,12,GK,Camilo Vargas,哥伦比亚12号门将,37,,41,0,Atlas,False,https://images.fotmob.com/image_resources/playerimages/50207.png,fotmob,https://www.fotmob.com/players/50207
K,Colombia,13,DF,Yerry Mina,哥伦比亚13号后卫,31,,53,8,Cagliari,False,https://images.fotmob.com/image_resources/playerimages/496042.png,fotmob,https://www.fotmob.com/players/496042
K,Colombia,14,DF,Gustavo Puerta,哥伦比亚14号后卫,22,,5,1,Racing Santander,False,https://images.fotmob.com/image_resources/playerimages/1331597.png,fotmob,https://www.fotmob.com/players/1331597
K,Colombia,15,MF,Juan Portilla,哥伦比亚15号中场,27,,9,0,Athletico Paranaense,False,https://images.fotmob.com/image_resources/playerimages/1281230.png,fotmob,https://www.fotmob.com/players/1281230
K,Colombia,16,MF,Jefferson Lerma,哥伦比亚16号中场,31,,64,5,Crystal Palace,False,https://images.fotmob.com/image_resources/playerimages/466672.png,fotmob,https://www.fotmob.com/players/466672
K,Colombia,17,DF,Johan Mojica,哥伦比亚17号后卫,33,,44,1,Mallorca,False,https://images.fotmob.com/image_resources/playerimages/474673.png,fotmob,https://www.fotmob.com/players/474673
K,Colombia,18,DF,Willer Ditta,哥伦比亚18号后卫,28,,4,0,Cruz Azul,False,https://images.fotmob.com/image_resources/playerimages/965205.png,fotmob,https://www.fotmob.com/players/965205
K,Colombia,19,FW,Cucho Hernández,哥伦比亚19号前锋,27,,8,2,Real Betis,False,https://commons.wikimedia.org/wiki/Special:FilePath/Hernandez%20Cucho%20Columbus%20Crew%20Meet%20the%20Team%202022.jpg,wikidata,
K,Colombia,20,MF,Juan Fernando Quintero,哥伦比亚20号中场,33,,48,6,River Plate,False,https://images.fotmob.com/image_resources/playerimages/207617.png,fotmob,https://www.fotmob.com/players/207617
K,Colombia,21,FW,Jaminton Campaz,哥伦比亚21号前锋,26,,9,1,Rosario Central,False,https://images.fotmob.com/image_resources/playerimages/837870.png,fotmob,https://www.fotmob.com/players/837870
K,Colombia,22,DF,Deiver Machado,哥伦比亚22号后卫,32,,15,0,Nantes,False,https://images.fotmob.com/image_resources/playerimages/578756.png,fotmob,https://www.fotmob.com/players/578756
K,Colombia,23,DF,Davinson Sánchez,哥伦比亚23号后卫,29,,78,4,Galatasaray,False,https://images.fotmob.com/image_resources/playerimages/643533.png,fotmob,https://www.fotmob.com/players/643533
K,Colombia,24,GK,Álvaro Montero,哥伦比亚24号门将,31,,11,0,Vélez Sarsfield,False,https://images.fotmob.com/image_resources/playerimages/498457.png,fotmob,https://www.fotmob.com/players/498457
K,Colombia,25,FW,Luis Suárez,路易斯·苏亚雷斯,28,,11,5,Sporting CP,False,https://images.fotmob.com/image_resources/playerimages/792303.png,fotmob,https://www.fotmob.com/players/792303
K,Colombia,26,FW,Andrés Gómez,哥伦比亚26号前锋,23,,7,2,Vasco da Gama,False,https://images.fotmob.com/image_resources/playerimages/1353421.png,fotmob,https://www.fotmob.com/players/1353421
K,DR Congo,1,GK,Lionel Mpasi,刚果民主共和国1号门将,31,,28,0,Le Havre,False,https://images.fotmob.com/image_resources/playerimages/912286.png,fotmob,https://www.fotmob.com/players/912286
K,DR Congo,2,DF,Aaron Wan-Bissaka,刚果民主共和国2号后卫,28,,11,0,West Ham United,False,https://images.fotmob.com/image_resources/playerimages/760320.png,fotmob,https://www.fotmob.com/players/760320
K,DR Congo,3,DF,Steve Kapuadi,刚果民主共和国3号后卫,28,,4,0,Widzew Łódź,False,https://images.fotmob.com/image_resources/playerimages/1132814.png,fotmob,https://www.fotmob.com/players/1132814
K,DR Congo,4,DF,Axel Tuanzebe,刚果民主共和国4号后卫,28,,13,1,Burnley,False,https://images.fotmob.com/image_resources/playerimages/690149.png,fotmob,https://www.fotmob.com/players/690149
K,DR Congo,5,DF,Dylan Batubinsika,刚果民主共和国5号后卫,30,,14,1,AEL,False,https://images.fotmob.com/image_resources/playerimages/751762.png,fotmob,https://www.fotmob.com/players/751762
K,DR Congo,6,MF,Ngal'ayel Mukau,刚果民主共和国6号中场,21,,13,0,Lille,False,https://images.fotmob.com/image_resources/playerimages/1428153.png,fotmob,https://www.fotmob.com/players/1428153
K,DR Congo,7,MF,Nathanaël Mbuku,刚果民主共和国7号中场,24,,18,2,Montpellier,False,https://images.fotmob.com/image_resources/playerimages/1049799.png,fotmob,https://www.fotmob.com/players/1049799
K,DR Congo,8,MF,Samuel Moutoussamy,刚果民主共和国8号中场,29,,57,0,Atromitos,False,https://images.fotmob.com/image_resources/playerimages/866108.png,fotmob,https://www.fotmob.com/players/866108
K,DR Congo,9,FW,Brian Cipenga,刚果民主共和国9号前锋,28,,7,0,Castellón,False,https://images.fotmob.com/image_resources/playerimages/1302121.png,fotmob,https://www.fotmob.com/players/1302121
K,DR Congo,10,MF,Théo Bongonda,刚果民主共和国10号中场,30,,37,7,Spartak Moscow,False,https://images.fotmob.com/image_resources/playerimages/466132.png,fotmob,https://www.fotmob.com/players/466132
K,DR Congo,11,FW,Gaël Kakuta,刚果民主共和国11号前锋,34,,30,5,AEL,False,https://images.fotmob.com/image_resources/playerimages/163205.png,fotmob,https://www.fotmob.com/players/163205
K,DR Congo,12,DF,Joris Kayembe,刚果民主共和国12号后卫,31,,25,0,Genk,False,https://images.fotmob.com/image_resources/playerimages/500932.png,fotmob,https://www.fotmob.com/players/500932
K,DR Congo,13,FW,Meschak Elia,刚果民主共和国13号前锋,28,,68,12,Alanyaspor,False,https://commons.wikimedia.org/wiki/Special:FilePath/Meschack%20Elia%20%28cropped%29.jpg,wikidata,
K,DR Congo,14,MF,Noah Sadiki,刚果民主共和国14号中场,21,,19,0,Sunderland,False,https://images.fotmob.com/image_resources/playerimages/1359649.png,fotmob,https://www.fotmob.com/players/1359649
K,DR Congo,15,MF,Aaron Tshibola,刚果民主共和国15号中场,31,,16,1,Kilmarnock,False,https://images.fotmob.com/image_resources/playerimages/490122.png,fotmob,https://www.fotmob.com/players/490122
K,DR Congo,16,GK,Timothy Fayulu,刚果民主共和国16号门将,26,,3,0,Noah,False,https://images.fotmob.com/image_resources/playerimages/976996.png,fotmob,https://www.fotmob.com/players/976996
K,DR Congo,17,FW,Cédric Bakambu,刚果民主共和国17号前锋,35,,69,21,Real Betis,False,https://images.fotmob.com/image_resources/playerimages/201939.png,fotmob,https://www.fotmob.com/players/201939
K,DR Congo,18,MF,Charles Pickel,刚果民主共和国18号中场,29,,34,1,Espanyol,False,https://images.fotmob.com/image_resources/playerimages/743720.png,fotmob,https://www.fotmob.com/players/743720
K,DR Congo,19,FW,Fiston Mayele,刚果民主共和国19号前锋,31,,37,6,Pyramids,False,https://images.fotmob.com/image_resources/playerimages/1116042.png,fotmob,https://www.fotmob.com/players/1116042
K,DR Congo,20,FW,Yoane Wissa,刚果民主共和国20号前锋,29,,37,9,Newcastle United,False,https://images.fotmob.com/image_resources/playerimages/666857.png,fotmob,https://www.fotmob.com/players/666857
K,DR Congo,21,GK,Matthieu Epolo,刚果民主共和国21号门将,21,,1,0,Standard Liège,False,https://images.fotmob.com/image_resources/playerimages/1257080.png,fotmob,https://www.fotmob.com/players/1257080
K,DR Congo,22,DF,Chancel Mbemba,刚果民主共和国22号后卫,31,,108,7,Lille,True,https://images.fotmob.com/image_resources/playerimages/277761.png,fotmob,https://www.fotmob.com/players/277761
K,DR Congo,23,FW,Simon Banza,刚果民主共和国23号前锋,29,,15,2,Al Jazira,False,https://images.fotmob.com/image_resources/playerimages/696932.png,fotmob,https://www.fotmob.com/players/696932
